0.000000 0.000000 
0.010000 0.004383 
0.020000 0.008758 
0.030000 0.013131 
0.040000 0.017480 
0.050000 0.021826 
0.060000 0.026132 
0.070000 0.030433 
0.080000 0.034678 
0.090000 0.038917 
0.100000 0.043085 
0.110000 0.047245 
0.120000 0.051319 
0.130000 0.055383 
0.140000 0.059346 
0.150000 0.063298 
0.160000 0.067134 
0.170000 0.070958 
0.180000 0.074652 
0.190000 0.078332 
0.200000 0.081869 
0.210000 0.085391 
0.220000 0.088757 
0.230000 0.092106 
0.240000 0.095287 
0.250000 0.098450 
0.260000 0.101434 
0.270000 0.104398 
0.280000 0.107172 
0.290000 0.109926 
0.300000 0.112478 
0.310000 0.115011 
0.320000 0.117332 
0.330000 0.119633 
0.340000 0.121714 
0.350000 0.123773 
0.360000 0.125605 
0.370000 0.127415 
0.380000 0.128991 
0.390000 0.130544 
0.400000 0.131857 
0.410000 0.133147 
0.420000 0.134192 
0.430000 0.135214 
0.440000 0.135988 
0.450000 0.136737 
0.460000 0.137235 
0.470000 0.137709 
0.480000 0.137930 
0.490000 0.138126 
0.500000 0.138069 
0.510000 0.137988 
0.520000 0.137653 
0.530000 0.137294 
0.540000 0.136682 
0.550000 0.136047 
0.560000 0.135161 
0.570000 0.134252 
0.580000 0.133096 
0.590000 0.131916 
0.600000 0.130494 
0.610000 0.129050 
0.620000 0.127368 
0.630000 0.125663 
0.640000 0.123728 
0.650000 0.121771 
0.660000 0.119590 
0.670000 0.117388 
0.680000 0.114970 
0.690000 0.112533 
0.700000 0.109888 
0.710000 0.107224 
0.720000 0.104363 
0.730000 0.101483 
0.740000 0.098417 
0.750000 0.095334 
0.760000 0.092076 
0.770000 0.088801 
0.780000 0.085363 
0.790000 0.081911 
0.800000 0.078307 
0.810000 0.074690 
0.820000 0.070935 
0.830000 0.067169 
0.840000 0.063278 
0.850000 0.059377 
0.860000 0.055366 
0.870000 0.051346 
0.880000 0.047231 
0.890000 0.043108 
0.900000 0.038906 
0.910000 0.034697 
0.920000 0.030424 
0.930000 0.026145 
0.940000 0.021819 
0.950000 0.017489 
0.960000 0.013127 
0.970000 0.008762 
0.980000 0.004381 
0.990000 0.000000 
