0.000000 0.000000 
0.010000 0.007251 
0.020000 0.014493 
0.030000 0.021724 
0.040000 0.028927 
0.050000 0.036110 
0.060000 0.043245 
0.070000 0.050350 
0.080000 0.057389 
0.090000 0.064388 
0.100000 0.071302 
0.110000 0.078167 
0.120000 0.084928 
0.130000 0.091631 
0.140000 0.098212 
0.150000 0.104727 
0.160000 0.111101 
0.170000 0.117401 
0.180000 0.123544 
0.190000 0.129603 
0.200000 0.135488 
0.210000 0.141283 
0.220000 0.146888 
0.230000 0.152395 
0.240000 0.157697 
0.250000 0.162893 
0.260000 0.167871 
0.270000 0.172736 
0.280000 0.177369 
0.290000 0.181883 
0.300000 0.186154 
0.310000 0.190299 
0.320000 0.194189 
0.330000 0.197949 
0.340000 0.201443 
0.350000 0.204802 
0.360000 0.207885 
0.370000 0.210830 
0.380000 0.213491 
0.390000 0.216010 
0.400000 0.218238 
0.410000 0.220320 
0.420000 0.222106 
0.430000 0.223744 
0.440000 0.225080 
0.450000 0.226266 
0.460000 0.227147 
0.470000 0.227878 
0.480000 0.228301 
0.490000 0.228572 
0.500000 0.228534 
0.510000 0.228345 
0.520000 0.227848 
0.530000 0.227200 
0.540000 0.226244 
0.550000 0.225139 
0.560000 0.223729 
0.570000 0.222171 
0.580000 0.220313 
0.590000 0.218309 
0.600000 0.216010 
0.610000 0.213568 
0.620000 0.210836 
0.630000 0.207966 
0.640000 0.204814 
0.650000 0.201527 
0.660000 0.197966 
0.670000 0.194276 
0.680000 0.190321 
0.690000 0.186242 
0.700000 0.181909 
0.710000 0.177458 
0.720000 0.172765 
0.730000 0.167959 
0.740000 0.162924 
0.750000 0.157783 
0.760000 0.152427 
0.770000 0.146972 
0.780000 0.141316 
0.790000 0.135568 
0.800000 0.129636 
0.810000 0.123619 
0.820000 0.117433 
0.830000 0.111171 
0.840000 0.104757 
0.850000 0.098275 
0.860000 0.091659 
0.870000 0.084983 
0.880000 0.078192 
0.890000 0.071349 
0.900000 0.064409 
0.910000 0.057427 
0.920000 0.050367 
0.930000 0.043274 
0.940000 0.036122 
0.950000 0.028947 
0.960000 0.021732 
0.970000 0.014503 
0.980000 0.007254 
0.990000 0.000000 
