-5.000000 0.000000 
-4.900000 0.000893 
-4.800000 0.001816 
-4.700000 0.002800 
-4.600000 0.003876 
-4.500000 0.005078 
-4.400000 0.006439 
-4.300000 0.007995 
-4.200000 0.009785 
-4.100000 0.011848 
-4.000000 0.014227 
-3.900000 0.016965 
-3.800000 0.020111 
-3.700000 0.023712 
-3.600000 0.027819 
-3.500000 0.032481 
-3.400000 0.037751 
-3.300000 0.043678 
-3.200000 0.050311 
-3.100000 0.057697 
-3.000000 0.065878 
-2.900000 0.074892 
-2.800000 0.084770 
-2.700000 0.095534 
-2.600000 0.107199 
-2.500000 0.119767 
-2.400000 0.133229 
-2.300000 0.147562 
-2.200000 0.162729 
-2.100000 0.178678 
-2.000000 0.195340 
-1.900000 0.212631 
-1.800000 0.230449 
-1.700000 0.248677 
-1.600000 0.267183 
-1.500000 0.285822 
-1.400000 0.304435 
-1.300000 0.322854 
-1.200000 0.340901 
-1.100000 0.358395 
-1.000000 0.375151 
-0.900000 0.390987 
-0.800000 0.405721 
-0.700000 0.419183 
-0.600000 0.431212 
-0.500000 0.441659 
-0.400000 0.450395 
-0.300000 0.457309 
-0.200000 0.462312 
-0.100000 0.465341 
-0.000000 0.466354 
0.100000 0.465341 
0.200000 0.462312 
0.300000 0.457309 
0.400000 0.450395 
0.500000 0.441659 
0.600000 0.431212 
0.700000 0.419183 
0.800000 0.405721 
0.900000 0.390987 
1.000000 0.375151 
1.100000 0.358395 
1.200000 0.340901 
1.300000 0.322854 
1.400000 0.304435 
1.500000 0.285822 
1.600000 0.267183 
1.700000 0.248677 
1.800000 0.230448 
1.900000 0.212630 
2.000000 0.195340 
2.100000 0.178677 
2.200000 0.162728 
2.300000 0.147561 
2.400000 0.133227 
2.500000 0.119765 
2.600000 0.107196 
2.700000 0.095530 
2.800000 0.084765 
2.900000 0.074885 
3.000000 0.065869 
3.100000 0.057685 
3.200000 0.050295 
3.300000 0.043656 
3.400000 0.037723 
3.500000 0.032445 
3.600000 0.027772 
3.700000 0.023652 
3.800000 0.020034 
3.900000 0.016866 
4.000000 0.014100 
4.100000 0.011688 
4.200000 0.009584 
4.300000 0.007743 
4.400000 0.006124 
4.500000 0.004686 
4.600000 0.003391 
4.700000 0.002203 
4.800000 0.001084 
4.900000 0.000000 
