-5.000000 0.000000 
-4.900000 0.006235 
-4.800000 0.012479 
-4.700000 0.018738 
-4.600000 0.025022 
-4.500000 0.031336 
-4.400000 0.037689 
-4.300000 0.044085 
-4.200000 0.050532 
-4.100000 0.057032 
-4.000000 0.063591 
-3.900000 0.070211 
-3.800000 0.076893 
-3.700000 0.083637 
-3.600000 0.090444 
-3.500000 0.097310 
-3.400000 0.104232 
-3.300000 0.111206 
-3.200000 0.118225 
-3.100000 0.125281 
-3.000000 0.132365 
-2.900000 0.139468 
-2.800000 0.146576 
-2.700000 0.153677 
-2.600000 0.160757 
-2.500000 0.167800 
-2.400000 0.174790 
-2.300000 0.181710 
-2.200000 0.188540 
-2.100000 0.195262 
-2.000000 0.201856 
-1.900000 0.208301 
-1.800000 0.214578 
-1.700000 0.220665 
-1.600000 0.226542 
-1.500000 0.232188 
-1.400000 0.237581 
-1.300000 0.242704 
-1.200000 0.247534 
-1.100000 0.252055 
-1.000000 0.256248 
-0.900000 0.260095 
-0.800000 0.263583 
-0.700000 0.266695 
-0.600000 0.269418 
-0.500000 0.271742 
-0.400000 0.273657 
-0.300000 0.275153 
-0.200000 0.276225 
-0.100000 0.276867 
-0.000000 0.277077 
0.100000 0.276854 
0.200000 0.276199 
0.300000 0.275114 
0.400000 0.273603 
0.500000 0.271674 
0.600000 0.269334 
0.700000 0.266593 
0.800000 0.263463 
0.900000 0.259955 
1.000000 0.256085 
1.100000 0.251868 
1.200000 0.247321 
1.300000 0.242461 
1.400000 0.237306 
1.500000 0.231876 
1.600000 0.226191 
1.700000 0.220270 
1.800000 0.214135 
1.900000 0.207805 
2.000000 0.201302 
2.100000 0.194644 
2.200000 0.187853 
2.300000 0.180946 
2.400000 0.173944 
2.500000 0.166864 
2.600000 0.159723 
2.700000 0.152537 
2.800000 0.145320 
2.900000 0.138088 
3.000000 0.130852 
3.100000 0.123624 
3.200000 0.116414 
3.300000 0.109230 
3.400000 0.102080 
3.500000 0.094970 
3.600000 0.087904 
3.700000 0.080886 
3.800000 0.073917 
3.900000 0.066999 
4.000000 0.060130 
4.100000 0.053310 
4.200000 0.046535 
4.300000 0.039803 
4.400000 0.033108 
4.500000 0.026445 
4.600000 0.019810 
4.700000 0.013195 
4.800000 0.006594 
4.900000 0.000000 
