0.000000 1700000000000.000000 0.000000 560000.000000
1000.000000 1700102840964.358643 51047069904.219444 559746.211951
2000.000000 52747275552222.570312 102077179177.071671 0.019470
3000.000000 154824454733896.562500 102078887822.618866 0.000089
4000.000000 256903342556789.156250 102078955389.426498 0.000007
5000.000000 358982297946295.625000 102078970178.562851 0.000001
6000.000000 461061268124895.187500 102078975598.983337 0.000000
7000.000000 563140243723899.250000 102078978157.428757 0.000000
8000.000000 665219221881341.375000 102078979561.542801 0.000000
9000.000000 767298201442893.375000 102078980413.382172 0.000000
10000.000000 869377181856282.375000 102078980968.467224 0.000000
11000.000000 971456162824754.750000 102078981350.083923 0.000000
12000.000000 1073535144174842.750000 102078981623.599747 0.000000
13000.000000 1175614125798445.750000 102078981826.276199 0.000000
14000.000000 1277693107624724.750000 102078981980.608810 0.000000
15000.000000 1379772089605335.750000 102078982100.827621 0.000000
16000.000000 1481851071706165.250000 102078982196.289505 0.000000
17000.000000 1583930053902456.500000 102078982273.351166 0.000000
18000.000000 1686009036175809.000000 102078982336.453308 0.000000
19000.000000 1788088018512263.500000 102078982388.773865 0.000000
20000.000000 1890167000901038.500000 102078982432.635559 0.000000
21000.000000 1992245983333675.000000 102078982469.767838 0.000000
22000.000000 2094324965803443.750000 102078982501.479813 0.000000
23000.000000 2196403948304924.250000 102078982528.777130 0.000000
24000.000000 2298482930833702.000000 102078982552.442612 0.000000
25000.000000 2400561913386145.500000 102078982573.093002 0.000000
26000.000000 2502640895959239.000000 102078982591.219482 0.000000
27000.000000 2604719878550459.000000 102078982607.217148 0.000000
28000.000000 2706798861157676.500000 102078982621.406708 0.000000
29000.000000 2808877843779083.500000 102078982634.050690 0.000000
30000.000000 2910956826413134.500000 102078982645.365662 0.000000
31000.000000 3013035809058500.500000 102078982655.531540 0.000000
32000.000000 3115114791714032.500000 102078982664.698792 0.000000
33000.000000 3217193774378731.500000 102078982672.994049 0.000000
34000.000000 3319272757051726.000000 102078982680.524490 0.000000
35000.000000 3421351739732251.000000 102078982687.381317 0.000000
36000.000000 3523430722419632.500000 102078982693.642532 0.000000
37000.000000 3625509705113275.500000 102078982699.375168 0.000000
38000.000000 3727588687812651.000000 102078982704.637100 0.000000
39000.000000 3829667670517288.500000 102078982709.478470 0.000000
40000.000000 3931746653226767.000000 102078982713.942932 0.000000
41000.000000 4033825635940710.000000 102078982718.068619 0.000000
42000.000000 4135904618658779.000000 102078982721.888947 0.000000
43000.000000 4237983601380668.000000 102078982725.433334 0.000000
44000.000000 4340062584106101.500000 102078982728.727722 0.000000
45000.000000 4442141566834829.500000 102078982731.795074 0.000000
46000.000000 4544220549566625.000000 102078982734.655792 0.000000
47000.000000 4646299532301281.000000 102078982737.328018 0.000000
48000.000000 4748378515038609.000000 102078982739.827957 0.000000
49000.000000 4850457497778437.000000 102078982742.170120 0.000000
50000.000000 4952536480520607.000000 102078982744.367493 0.000000
51000.000000 5054615463264975.000000 102078982746.431778 0.000000
52000.000000 5156694446011407.000000 102078982748.373505 0.000000
53000.000000 5258773428759781.000000 102078982750.202179 0.000000
54000.000000 5360852411509983.000000 102078982751.926422 0.000000
55000.000000 5462931394261910.000000 102078982753.554031 0.000000
56000.000000 5565010377015464.000000 102078982755.092102 0.000000
57000.000000 5667089359770556.000000 102078982756.547073 0.000000
58000.000000 5769168342527103.000000 102078982757.924835 0.000000
59000.000000 5871247325285028.000000 102078982759.230743 0.000000
60000.000000 5973326308044259.000000 102078982760.469711 0.000000
61000.000000 6075405290804729.000000 102078982761.646240 0.000000
62000.000000 6177484273566375.000000 102078982762.764465 0.000000
63000.000000 6279563256329140.000000 102078982763.828156 0.000000
64000.000000 6381642239092968.000000 102078982764.840820 0.000000
65000.000000 6483721221857809.000000 102078982765.805664 0.000000
66000.000000 6585800204623615.000000 102078982766.725647 0.000000
67000.000000 6687879187390341.000000 102078982767.603516 0.000000
68000.000000 6789958170157945.000000 102078982768.441788 0.000000
69000.000000 6892037152926387.000000 102078982769.242828 0.000000
70000.000000 6994116135695630.000000 102078982770.008789 0.000000
71000.000000 7096195118465639.000000 102078982770.741699 0.000000
72000.000000 7198274101236381.000000 102078982771.443436 0.000000
73000.000000 7300353084007824.000000 102078982772.115738 0.000000
74000.000000 7402432066779940.000000 102078982772.760239 0.000000
75000.000000 7504511049552700.000000 102078982773.378433 0.000000
76000.000000 7606590032326078.000000 102078982773.971741 0.000000
77000.000000 7708669015100050.000000 102078982774.541489 0.000000
78000.000000 7810747997874592.000000 102078982775.088898 0.000000
79000.000000 7912826980649681.000000 102078982775.615128 0.000000
80000.000000 8014905963425296.000000 102078982776.121246 0.000000
